view,domain,surface,code,name,n,k,share,lo,hi,pv_share
all,人物,search_top10k,U03,事实与数值,9982,525,0.052594670406732116,0.048385137707640635,0.05714844095437219,0.03470566607546288
all,人物,search_top10k,U04,解释与介绍,9982,3400,0.34061310358645563,0.33137889349194966,0.349969947451011,0.26174320584554345
all,人物,search_top10k,U05,核实与动态,9982,87,0.008715688238829894,0.007071803706639928,0.010737571519179798,0.004696100444520497
all,人物,search_top10k,U06,办事与操作,9982,6,0.0006010819475055099,0.00027550568304241115,0.0013109004141662606,0.00020875839754741642
all,人物,search_top10k,U07,个案判断与建议,9982,0,0.0,0.0,0.00038470468027451986,0.0
all,人物,search_top10k,U08,清单与推荐,9982,224,0.02244039270687237,0.019713278785474724,0.025534945460341473,0.03276980127999087
all,人物,search_top10k,U09,获取现成内容,9982,130,0.013023442195952716,0.010979187065165291,0.015442381648682522,0.009531972665368125
all,人物,search_top10k,U10,生成与编辑,9982,0,0.0,0.0,0.00038470468027451986,0.0
all,人物,search_top10k,U11,会话与系统指令,9982,0,0.0,0.0,0.00038470468027451986,0.0
all,人物,search_top10k,U12,违规或灰色内容,9982,67,0.006712081747144861,0.005289136738860348,0.008514567097178872,0.0050483561528743524
all,人物,search_top10k,U13,无法判定,9982,96,0.009617311160088158,0.007882468933742035,0.011729458417478914,0.006671789918909246
all,人物,assistant_top1k,U01,导航直达,889,1,0.0011248593925759281,0.00019858779933202165,0.006344118096092205,0.0009160849596259389
all,人物,assistant_top1k,U02,裸实体,889,515,0.5793025871766029,0.5465773644936609,0.6113453846255557,0.600931007610552
