view,domain,surface,code,name,n,k,share,lo,hi,pv_share
all,人物,assistant_top1k,U03,事实与数值,889,43,0.048368953880764905,0.03610564995050978,0.0645186937180648,0.039163668319212086
all,人物,assistant_top1k,U04,解释与介绍,889,87,0.09786276715410573,0.08002628406838928,0.11915977536253326,0.11211056026263866
all,人物,assistant_top1k,U05,核实与动态,889,98,0.11023622047244094,0.09130169322803146,0.1325247951434781,0.08623634162922186
all,人物,assistant_top1k,U06,办事与操作,889,0,0.0,0.0,0.004302666900825409,0.0
all,人物,assistant_top1k,U07,个案判断与建议,889,1,0.0011248593925759281,0.00019858779933202165,0.006344118096092205,0.0013927807530964501
all,人物,assistant_top1k,U08,清单与推荐,889,20,0.02249718785151856,0.014609825128403225,0.03449362166439854,0.01764603472003449
all,人物,assistant_top1k,U09,获取现成内容,889,19,0.021372328458942633,0.013724300504896904,0.03313910729330605,0.019034670292318152
all,人物,assistant_top1k,U10,生成与编辑,889,0,0.0,0.0,0.004302666900825409,0.0
all,人物,assistant_top1k,U11,会话与系统指令,889,4,0.0044994375703037125,0.0017510644786957429,0.011511758400524937,0.003767969358823432
all,人物,assistant_top1k,U12,违规或灰色内容,889,14,0.015748031496062992,0.00940351322502189,0.026259699600186967,0.011573344829301455
all,人物,assistant_top1k,U13,无法判定,889,87,0.09786276715410573,0.08002628406838928,0.11915977536253326,0.1072275372651755
all,人物,assistant_random1k,U01,导航直达,950,2,0.002105263157894737,0.0005775169811057398,0.007643554525945324,
all,人物,assistant_random1k,U02,裸实体,950,108,0.11368421052631579,0.09503533560954652,0.13544486152171722,
all,人物,assistant_random1k,U03,事实与数值,950,199,0.2094736842105263,0.1847922552511772,0.23649530444426908,
all,人物,assistant_random1k,U04,解释与介绍,950,146,0.15368421052631578,0.13214901523111483,0.17800898165222512,
all,人物,assistant_random1k,U05,核实与动态,950,155,0.1631578947368421,0.14102526942993493,0.18800378528942313,
all,人物,assistant_random1k,U06,办事与操作,950,1,0.0010526315789473684,0.0001858347131650363,0.005938452589884022,
all,人物,assistant_random1k,U07,个案判断与建议,950,20,0.021052631578947368,0.013668946788507674,0.0322942403905795,
all,人物,assistant_random1k,U08,清单与推荐,950,143,0.15052631578947367,0.12919683859513387,0.17467080567620008,
all,人物,assistant_random1k,U09,获取现成内容,950,32,0.03368421052631579,0.02395967979839758,0.04716491782871367,
all,人物,assistant_random1k,U10,生成与编辑,950,9,0.009473684210526316,0.00499197438095776,0.017906586554107352,
all,人物,assistant_random1k,U11,会话与系统指令,950,9,0.009473684210526316,0.00499197438095776,0.017906586554107352,
all,人物,assistant_random1k,U12,违规或灰色内容,950,38,0.04,0.029279329020244806,0.05442597383087849,
all,人物,assistant_random1k,U13,无法判定,950,88,0.09263157894736843,0.07580045739363624,0.11274405565758737,
all,合计,search_top1000,U01,导航直达,5000,322,0.0644,0.057924900026326734,0.07154394646953356,0.1041173754752074
all,合计,search_top1000,U02,裸实体,5000,2223,0.4446,0.43087379749444665,0.4584112670047974,0.49053516235653677
all,合计,search_top1000,U03,事实与数值,5000,549,0.1098,0.10143177013494471,0.11876736646442325,0.16010351178072946
all,合计,search_top1000,U04,解释与介绍,5000,1162,0.2324,0.220900839893684,0.2443100492759492,0.09775129246677886
all,合计,search_top1000,U05,核实与动态,5000,11,0.0022,0.001228902612090369,0.00393544951288497,0.0009775196126274326
all,合计,search_top1000,U06,办事与操作,5000,46,0.0092,0.006904702346799829,0.012248901556249381,0.0042183562347649205
all,合计,search_top1000,U07,个案判断与建议,5000,58,0.0116,0.008984481447483776,0.014965437350905044,0.003988513355000836
all,合计,search_top1000,U08,清单与推荐,5000,102,0.0204,0.01683402366822501,0.024702383079742398,0.017129239395441146
all,合计,search_top1000,U09,获取现成内容,5000,442,0.0884,0.08084403955018579,0.09658795589907065,0.10756505582700002
all,合计,search_top1000,U10,生成与编辑,5000,4,0.0008,0.0003111419445903861,0.0020553598247701793,0.0005479296714970827
all,合计,search_top1000,U11,会话与系统指令,5000,0,0.0,0.0,0.000767730137580694,0.0
all,合计,search_top1000,U12,违规或灰色内容,5000,38,0.0076,0.005542191270153625,0.010413869369335844,0.004943702613483715
all,合计,search_top1000,U13,无法判定,5000,43,0.0086,0.0063911409908157125,0.011563384188398593,0.008122341210932377
all,合计,search_top10k,U01,导航直达,49959,3546,0.07097820212574311,0.06875926096402409,0.07326311752295132,0.09037393869141597
all,合计,search_top10k,U02,裸实体,49959,19095,0.38221341500030026,0.3779615288801097,0.3864834141393042,0.44837160402604015
all,合计,search_top10k,U03,事实与数值,49959,7142,0.14295722492443805,0.13991527274435445,0.14605408252946572,0.1581459744923805
all,合计,search_top10k,U04,解释与介绍,49959,10361,0.20739005984907624,0.2038573510825329,0.21096776566983377,0.12487354351888219
all,合计,search_top10k,U05,核实与动态,49959,519,0.010388518585239898,0.009536286026336308,0.011316042757141055,0.003980199726829572
all,合计,search_top10k,U06,办事与操作,49959,786,0.01573290097880262,0.014678328292320892,0.016861943428333203,0.007715797221622736
all,合计,search_top10k,U07,个案判断与建议,49959,854,0.017094017094017096,0.015993933387329413,0.018268361253654337,0.007553764854587432
all,合计,search_top10k,U08,清单与推荐,49959,1431,0.028643487659881103,0.02721664987842161,0.030142809836535833,0.02371762208404033
all,合计,search_top10k,U09,获取现成内容,49959,4906,0.09820052443003263,0.09562181309374677,0.10084102379982175,0.11221485034558859
all,合计,search_top10k,U10,生成与编辑,49959,91,0.0018214936247723133,0.0014839454965686165,0.0022356507883632636,0.0015091035279337958
all,合计,search_top10k,U11,会话与系统指令,49959,17,0.00034027902880361897,0.00021247218674193657,0.0005449226848900243,0.00033850713175955757
all,合计,search_top10k,U12,违规或灰色内容,49959,449,0.008987369643107349,0.008196723572567968,0.009853522792922984,0.007446766035443989
all,合计,search_top10k,U13,无法判定,49959,762,0.015252507055785744,0.014214486378527373,0.01636507137024567,0.01375832834347516
all,合计,assistant_top1k,U01,导航直达,4611,134,0.029060941227499457,0.02459063908387762,0.03431530473009857,0.07758605979641454
all,合计,assistant_top1k,U02,裸实体,4611,1399,0.30340490132292347,0.2903034039101621,0.3168337077948204,0.2372877437551294
all,合计,assistant_top1k,U03,事实与数值,4611,439,0.09520711342441987,0.08706926019612962,0.10401890196310895,0.06005897405834986
all,合计,assistant_top1k,U04,解释与介绍,4611,552,0.11971372804163956,0.11065878608929697,0.1294018045060552,0.07789650751817413
all,合计,assistant_top1k,U05,核实与动态,4611,182,0.03947083062242464,0.03422326813123248,0.045485123160030914,0.02290983089956631
all,合计,assistant_top1k,U06,办事与操作,4611,130,0.028193450444589027,0.02379432943712697,0.03337807708707529,0.019455824775379514
all,合计,assistant_top1k,U07,个案判断与建议,4611,159,0.034482758620689655,0.029591513868142506,0.04014903800692078,0.019868654192612994
all,合计,assistant_top1k,U08,清单与推荐,4611,249,0.054001301236174366,0.04784084729601393,0.060904293598962836,0.04858892152993481
all,合计,assistant_top1k,U09,获取现成内容,4611,380,0.082411624376491,0.07481756506642093,0.0907009220686521,0.06081252535460671
all,合计,assistant_top1k,U10,生成与编辑,4611,100,0.02168726957276079,0.017864009879057414,0.026306866971840346,0.02203408209580835
all,合计,assistant_top1k,U11,会话与系统指令,4611,130,0.028193450444589027,0.02379432943712697,0.03337807708707529,0.05710696850551898
all,合计,assistant_top1k,U12,违规或灰色内容,4611,27,0.005855562784645413,0.004027469612327382,0.008506351700196106,0.0026123845522534705
all,合计,assistant_top1k,U13,无法判定,4611,730,0.15831706788115377,0.14806553992654445,0.16913746006374777,0.29378152296625093
all,合计,assistant_random1k,U01,导航直达,4887,20,0.0040924902803355845,0.0026508651943691125,0.006313154413217443,
all,合计,assistant_random1k,U02,裸实体,4887,254,0.051974626560261916,0.046095451421080284,0.05855762096629779,
all,合计,assistant_random1k,U03,事实与数值,4887,728,0.14896664620421526,0.13925967664832245,0.1592250667545308,
all,合计,assistant_random1k,U04,解释与介绍,4887,727,0.14876202169019848,0.13906086346623545,0.15901495236063576,
all,合计,assistant_random1k,U05,核实与动态,4887,422,0.08635154491508083,0.07879768142094229,0.09455522373141431,
all,合计,assistant_random1k,U06,办事与操作,4887,229,0.04685901370984244,0.041281288365203964,0.05314859462262374,
all,合计,assistant_random1k,U07,个案判断与建议,4887,689,0.14098629015756087,0.1315108817632339,0.15102568617632073,
all,合计,assistant_random1k,U08,清单与推荐,4887,465,0.09515039901780234,0.08723872893735231,0.10369806198223096,
all,合计,assistant_random1k,U09,获取现成内容,4887,311,0.06363822385921833,0.057130989391786714,0.0708309548265662,
all,合计,assistant_random1k,U10,生成与编辑,4887,287,0.058727235522815634,0.05247539340444175,0.06567228899034283,
all,合计,assistant_random1k,U11,会话与系统指令,4887,118,0.024145692653979946,0.020201193483819074,0.028837728570004953,
all,合计,assistant_random1k,U12,违规或灰色内容,4887,53,0.010845099242889298,0.008301223754973672,0.014157405860019378,
all,合计,assistant_random1k,U13,无法判定,4887,584,0.11950071618579906,0.1107036251905784,0.12889554727086466,
interpretable,金融,search_top1000,U01,导航直达,997,60,0.06018054162487462,0.04703823116816134,0.07669923138335531,0.049628456386612944
interpretable,金融,search_top1000,U02,裸实体,997,514,0.5155466399197592,0.48452459801573344,0.5464493343228104,0.433175222306871
interpretable,金融,search_top1000,U03,事实与数值,997,401,0.40220661985957873,0.3722006623727594,0.43296331162672275,0.5075913359309211
interpretable,金融,search_top1000,U04,解释与介绍,997,2,0.0020060180541624875,0.000550283469083254,0.007284722589817577,0.0007370672445849568
interpretable,金融,search_top1000,U05,核实与动态,997,1,0.0010030090270812437,0.00017707311405722268,0.005659614729453679,0.0002590668197264437
interpretable,金融,search_top1000,U06,办事与操作,997,2,0.0020060180541624875,0.000550283469083254,0.007284722589817577,0.0008311727132890069
interpretable,金融,search_top1000,U07,个案判断与建议,997,1,0.0010030090270812437,0.00017707311405722268,0.005659614729453679,0.00047772364406820707
interpretable,金融,search_top1000,U08,清单与推荐,997,6,0.006018054162487462,0.002760922830428234,0.013067356090032305,0.0014893574326367452
interpretable,金融,search_top1000,U09,获取现成内容,997,10,0.010030090270812437,0.005457093076134644,0.01836445870588561,0.005810597521289633
interpretable,金融,search_top1000,U10,生成与编辑,997,0,0.0,2.168404344971009e-19,0.003838369628120973,0.0
interpretable,金融,search_top1000,U11,会话与系统指令,997,0,0.0,2.168404344971009e-19,0.003838369628120973,0.0
interpretable,金融,search_top1000,U12,违规或灰色内容,997,0,0.0,2.168404344971009e-19,0.003838369628120973,0.0
interpretable,金融,search_top1000,U13,无法判定,997,0,0.0,2.168404344971009e-19,0.003838369628120973,0.0
interpretable,金融,search_top10k,U01,导航直达,9919,1721,0.17350539368887993,0.1661797234017818,0.18108386689880304,0.08817781818724373
interpretable,金融,search_top10k,U02,裸实体,9919,3997,0.40296400846859565,0.39335052229944584,0.41265262905590777,0.42264082163676386
interpretable,金融,search_top10k,U03,事实与数值,9919,3596,0.36253654602278457,0.353130694206435,0.37204883501229197,0.4639669095102831
interpretable,金融,search_top10k,U04,解释与介绍,9919,125,0.012602076822260309,0.010587823459758144,0.014993719633704113,0.004734133487423076
interpretable,金融,search_top10k,U05,核实与动态,9919,148,0.014920858957556205,0.012715824049032924,0.017501487895158544,0.0045784841820702684
interpretable,金融,search_top10k,U06,办事与操作,9919,109,0.01098901098901099,0.009118365410159361,0.013238295004534752,0.0035491725627667336
interpretable,金融,search_top10k,U07,个案判断与建议,9919,32,0.003226131666498639,0.002286225242073516,0.004550687281048893,0.001077480013800291
interpretable,金融,search_top10k,U08,清单与推荐,9919,121,0.012198810363947979,0.010219531199227905,0.014555791224542317,0.005189937281618959
interpretable,金融,search_top10k,U09,获取现成内容,9919,67,0.006754713176731525,0.005322751736450741,0.008568591646476985,0.0060271279240195616
interpretable,金融,search_top10k,U10,生成与编辑,9919,0,0.0,0.0,0.00038714716558611596,0.0
interpretable,金融,search_top10k,U11,会话与系统指令,9919,0,0.0,0.0,0.00038714716558611596,0.0
interpretable,金融,search_top10k,U12,违规或灰色内容,9919,3,0.0003024498437342474,0.00010286358982318614,0.0008889490780319572,5.811521401042685e-05
interpretable,金融,search_top10k,U13,无法判定,9919,0,0.0,0.0,0.00038714716558611596,0.0
interpretable,金融,assistant_top1k,U01,导航直达,906,52,0.05739514348785872,0.04403497725352479,0.07449290716064139,0.08963023787245147
interpretable,金融,assistant_top1k,U02,裸实体,906,268,0.2958057395143488,0.2669986814002177,0.3263371256237742,0.2730409099878422
interpretable,金融,assistant_top1k,U03,事实与数值,906,315,0.347682119205298,0.31737331464717494,0.3792771792409921,0.3980751236465713
interpretable,金融,assistant_top1k,U04,解释与介绍,906,34,0.037527593818984545,0.02697754198964169,0.05198301554037233,0.049541377839733676
interpretable,金融,assistant_top1k,U05,核实与动态,906,50,0.05518763796909492,0.042109656451968465,0.072021858308403,0.05332238496254002
interpretable,金融,assistant_top1k,U06,办事与操作,906,35,0.03863134657836645,0.027906342055816113,0.05325240030109525,0.032017619238579
interpretable,金融,assistant_top1k,U07,个案判断与建议,906,77,0.08498896247240618,0.06853633139549546,0.10494617369110425,0.05649232022711504
interpretable,金融,assistant_top1k,U08,清单与推荐,906,37,0.04083885209713024,0.029771810552803545,0.0557833014579025,0.02586234333326968
interpretable,金融,assistant_top1k,U09,获取现成内容,906,37,0.04083885209713024,0.029771810552803545,0.0557833014579025,0.021050152449697965
interpretable,金融,assistant_top1k,U10,生成与编辑,906,1,0.0011037527593818985,0.00019486102983185243,0.006225597212569902,0.0009675304421996041
interpretable,金融,assistant_top1k,U11,会话与系统指令,906,0,0.0,0.0,0.0042222734155044125,0.0
interpretable,金融,assistant_top1k,U12,违规或灰色内容,906,0,0.0,0.0,0.0042222734155044125,0.0
interpretable,金融,assistant_top1k,U13,无法判定,906,0,0.0,0.0,0.0042222734155044125,0.0
interpretable,金融,assistant_random1k,U01,导航直达,913,8,0.008762322015334063,0.00444650933615933,0.017194742544209097,
interpretable,金融,assistant_random1k,U02,裸实体,913,23,0.025191675794085433,0.01684417091504395,0.03751810933052955,
interpretable,金融,assistant_random1k,U03,事实与数值,913,231,0.25301204819277107,0.2258871220172629,0.2822067515591542,
interpretable,金融,assistant_random1k,U04,解释与介绍,913,90,0.09857612267250822,0.08088928849885993,0.11962691844462955,
interpretable,金融,assistant_random1k,U05,核实与动态,913,107,0.1171960569550931,0.0979175225681149,0.139682516522607,
interpretable,金融,assistant_random1k,U06,办事与操作,913,108,0.11829134720700986,0.09892473466927151,0.14085670631246405,
interpretable,金融,assistant_random1k,U07,个案判断与建议,913,241,0.26396495071193865,0.2364048711051805,0.2935030213813733,
interpretable,金融,assistant_random1k,U08,清单与推荐,913,80,0.08762322015334063,0.07096741439564397,0.10773477363770878,
interpretable,金融,assistant_random1k,U09,获取现成内容,913,12,0.013143483023001095,0.007534297365920858,0.022832562078502254,
interpretable,金融,assistant_random1k,U10,生成与编辑,913,1,0.001095290251916758,0.0001933668218667881,0.006178071821405942,
interpretable,金融,assistant_random1k,U11,会话与系统指令,913,9,0.009857612267250822,0.005194605587705389,0.01862804818367671,
interpretable,金融,assistant_random1k,U12,违规或灰色内容,913,3,0.0032858707557502738,0.0011180880177987951,0.009616154407501278,
interpretable,金融,assistant_random1k,U13,无法判定,913,0,0.0,0.0,0.004190036752259059,
interpretable,医疗,search_top1000,U01,导航直达,998,1,0.001002004008016032,0.00017689566411348105,0.005653966220639558,0.0007786890517506651
interpretable,医疗,search_top1000,U02,裸实体,998,44,0.04408817635270541,0.03300437328312436,0.058668402133668085,0.041915139713834246
interpretable,医疗,search_top1000,U03,事实与数值,998,33,0.033066132264529056,0.023640254431033222,0.046072961710121235,0.036688919165744016
interpretable,医疗,search_top1000,U04,解释与介绍,998,784,0.7855711422845691,0.759037482394317,0.809914735201758,0.7997418551796674
interpretable,医疗,search_top1000,U05,核实与动态,998,7,0.0070140280561122245,0.0034016363990678963,0.01440716690876041,0.008251927181195105
interpretable,医疗,search_top1000,U06,办事与操作,998,40,0.04008016032064128,0.02957022234686466,0.05411725878787761,0.03248577927776838
interpretable,医疗,search_top1000,U07,个案判断与建议,998,57,0.05711422845691383,0.04434243928775329,0.07328254254570224,0.051398919333948766
interpretable,医疗,search_top1000,U08,清单与推荐,998,12,0.012024048096192385,0.006891387816622375,0.02089903334376865,0.008524023101438348
interpretable,医疗,search_top1000,U09,获取现成内容,998,20,0.02004008016032064,0.013009673489895731,0.030751336234595642,0.020214747994653066
interpretable,医疗,search_top1000,U10,生成与编辑,998,0,0.0,0.0,0.0038345383142404945,0.0
interpretable,医疗,search_top1000,U11,会话与系统指令,998,0,0.0,0.0,0.0038345383142404945,0.0
interpretable,医疗,search_top1000,U12,违规或灰色内容,998,0,0.0,0.0,0.0038345383142404945,0.0
interpretable,医疗,search_top1000,U13,无法判定,998,0,0.0,0.0,0.0038345383142404945,0.0
interpretable,医疗,search_top10k,U01,导航直达,9974,30,0.00300782033286545,0.002107756293870288,0.0042905813987224655,0.0020958763969933735
interpretable,医疗,search_top10k,U02,裸实体,9974,1229,0.12322037296972127,0.11691433347602345,0.12981654266857276,0.09228018216546335
interpretable,医疗,search_top10k,U03,事实与数值,9974,473,0.04742330058151193,0.043423453096563515,0.05177164400740333,0.04295252386015231
interpretable,医疗,search_top10k,U04,解释与介绍,9974,6070,0.6085823140164428,0.5989636780777408,0.618117338722526,0.6821303067204035
interpretable,医疗,search_top10k,U05,核实与动态,9974,259,0.025967515540405054,0.02302408043019843,0.029275968109357463,0.018148937419641974
interpretable,医疗,search_top10k,U06,办事与操作,9974,589,0.05905353920192501,0.05459485979286739,0.06385175896283624,0.048465354873405204
interpretable,医疗,search_top10k,U07,个案判断与建议,9974,811,0.08131140966512934,0.07610731307093832,0.08683790746653744,0.07071544913955098
interpretable,医疗,search_top10k,U08,清单与推荐,9974,227,0.02275917385201524,0.020010868473689082,0.025874967196422176,0.0177287962985857
interpretable,医疗,search_top10k,U09,获取现成内容,9974,280,0.02807298977341087,0.025008450394466298,0.031500925340662636,0.025140278842349918
interpretable,医疗,search_top10k,U10,生成与编辑,9974,0,0.0,0.0,0.00038501312748841394,0.0
interpretable,医疗,search_top10k,U11,会话与系统指令,9974,0,0.0,0.0,0.00038501312748841394,0.0
interpretable,医疗,search_top10k,U12,违规或灰色内容,9974,6,0.00060156406657309,0.0002757266847731878,0.001311951355736094,0.00034229428345366433
interpretable,医疗,search_top10k,U13,无法判定,9974,0,0.0,0.0,0.00038501312748841394,0.0
interpretable,医疗,assistant_top1k,U01,导航直达,843,10,0.011862396204033215,0.006455914476808378,0.021697638678823086,0.0096487693639785
interpretable,医疗,assistant_top1k,U02,裸实体,843,203,0.24080664294187426,0.2131602461125615,0.2708046417720204,0.21531200973878453
interpretable,医疗,assistant_top1k,U03,事实与数值,843,45,0.05338078291814947,0.04013154013469008,0.07068209962981843,0.05777688238874553
interpretable,医疗,assistant_top1k,U04,解释与介绍,843,345,0.4092526690391459,0.3765447269323944,0.44278394090820294,0.35199362178195753
interpretable,医疗,assistant_top1k,U05,核实与动态,843,15,0.017793594306049824,0.010812242309993732,0.02914989464690588,0.024719881351427813
interpretable,医疗,assistant_top1k,U06,办事与操作,843,84,0.099644128113879,0.0812048999951647,0.12171569341923533,0.11176455459634624
interpretable,医疗,assistant_top1k,U07,个案判断与建议,843,78,0.09252669039145907,0.07477114990155061,0.11397914295132762,0.1105814980239526
interpretable,医疗,assistant_top1k,U08,清单与推荐,843,23,0.027283511269276393,0.01824803204310401,0.04060783899582463,0.05148439308340549
interpretable,医疗,assistant_top1k,U09,获取现成内容,843,22,0.02609727164887307,0.017296307094939064,0.03919784718373595,0.04819240957761451
interpretable,医疗,assistant_top1k,U10,生成与编辑,843,13,0.01542111506524318,0.009033924149023926,0.026204779287368432,0.011650535375963377
interpretable,医疗,assistant_top1k,U11,会话与系统指令,843,2,0.002372479240806643,0.0006508470426204579,0.00860897203098197,0.004312155477637659
interpretable,医疗,assistant_top1k,U12,违规或灰色内容,843,3,0.0035587188612099642,0.001210985876974973,0.010410549956881085,0.002563289240186203
interpretable,医疗,assistant_top1k,U13,无法判定,843,0,0.0,0.0,0.004536385553095171,0.0
interpretable,医疗,assistant_random1k,U01,导航直达,886,1,0.001128668171557562,0.00019926031232503317,0.00636550357374188,
interpretable,医疗,assistant_random1k,U02,裸实体,886,19,0.02144469525959368,0.01377091287335977,0.033250489587482696,
interpretable,医疗,assistant_random1k,U03,事实与数值,886,87,0.0981941309255079,0.08029964598484324,0.11955794664737354,
interpretable,医疗,assistant_random1k,U04,解释与介绍,886,225,0.25395033860045146,0.22639338747639687,0.2836317675624325,
interpretable,医疗,assistant_random1k,U05,核实与动态,886,94,0.10609480812641084,0.0874895294661639,0.12810120038957673,
interpretable,医疗,assistant_random1k,U06,办事与操作,886,51,0.05756207674943566,0.044049792305577595,0.07489452317708807,
interpretable,医疗,assistant_random1k,U07,个案判断与建议,886,336,0.3792325056433409,0.34786971452071047,0.4116380450625682,
interpretable,医疗,assistant_random1k,U08,清单与推荐,886,45,0.050790067720090294,0.038172814344744926,0.0672859549463289,
interpretable,医疗,assistant_random1k,U09,获取现成内容,886,9,0.010158013544018058,0.0053531705440122675,0.01919232159751045,
interpretable,医疗,assistant_random1k,U10,生成与编辑,886,10,0.011286681715575621,0.00614201862074789,0.020651064552706804,
interpretable,医疗,assistant_random1k,U11,会话与系统指令,886,8,0.009029345372460496,0.004582216530956943,0.017715684578633796,
interpretable,医疗,assistant_random1k,U12,违规或灰色内容,886,1,0.001128668171557562,0.00019926031232503317,0.00636550357374188,
interpretable,医疗,assistant_random1k,U13,无法判定,886,0,0.0,0.0,0.004317172854134938,
interpretable,教育,search_top1000,U01,导航直达,985,96,0.09746192893401015,0.08047373876061464,0.11757779952418246,0.11511804644673801
interpretable,教育,search_top1000,U02,裸实体,985,759,0.7705583756345178,0.7432783388579098,0.7957362009834561,0.750273398526305
interpretable,教育,search_top1000,U03,事实与数值,985,55,0.05583756345177665,0.04314815388177023,0.07197807058127827,0.045203216921688036
interpretable,教育,search_top1000,U04,解释与介绍,985,23,0.023350253807106598,0.015609028555731467,0.03479499975375713,0.020507071760508862
interpretable,教育,search_top1000,U05,核实与动态,985,1,0.0010152284263959391,0.00017923062065649522,0.005728287833259682,0.000587915945937461
interpretable,教育,search_top1000,U06,办事与操作,985,3,0.003045685279187817,0.0010363179982607416,0.008916337715252928,0.005994782418265671
interpretable,教育,search_top1000,U07,个案判断与建议,985,0,0.0,0.0,0.003884949824117432,0.0
interpretable,教育,search_top1000,U08,清单与推荐,985,13,0.013197969543147208,0.007728913741005935,0.022449428270495203,0.011035790282924021
interpretable,教育,search_top1000,U09,获取现成内容,985,30,0.030456852791878174,0.02141605534215141,0.043145953375928414,0.048210638996790886
interpretable,教育,search_top1000,U10,生成与编辑,985,4,0.0040609137055837565,0.0015802834818829355,0.010394940861429482,0.0022583997016774517
interpretable,教育,search_top1000,U11,会话与系统指令,985,0,0.0,0.0,0.003884949824117432,0.0
interpretable,教育,search_top1000,U12,违规或灰色内容,985,1,0.0010152284263959391,0.00017923062065649522,0.005728287833259682,0.000810738999164605
interpretable,教育,search_top1000,U13,无法判定,985,0,0.0,0.0,0.003884949824117432,0.0
interpretable,教育,search_top10k,U01,导航直达,9550,803,0.08408376963350786,0.07868367842202333,0.08981834070293267,0.10162286615617314
interpretable,教育,search_top10k,U02,裸实体,9550,4687,0.4907853403141361,0.4807645316210864,0.5008135594370696,0.6010148728382063
interpretable,教育,search_top10k,U03,事实与数值,9550,2354,0.24649214659685864,0.2379515162459646,0.2552366479789897,0.15817695043105628
interpretable,教育,search_top10k,U04,解释与介绍,9550,631,0.06607329842931937,0.06126349718110811,0.07123206355751668,0.04646045365263624
interpretable,教育,search_top10k,U05,核实与动态,9550,12,0.001256544502617801,0.0007189565457328108,0.0021952219769674187,0.0008787046530616116
interpretable,教育,search_top10k,U06,办事与操作,9550,73,0.007643979057591623,0.006084302452501921,0.00959960840488554,0.0067607043613922045
interpretable,教育,search_top10k,U07,个案判断与建议,9550,11,0.0011518324607329843,0.0006432976955622396,0.002061540952798855,0.0006092835819625557
interpretable,教育,search_top10k,U08,清单与推荐,9550,400,0.041884816753926704,0.03804778136633016,0.046090268399954434,0.02628428170410536
interpretable,教育,search_top10k,U09,获取现成内容,9550,466,0.04879581151832461,0.04465331877356425,0.05330116269910325,0.05090893518976052
interpretable,教育,search_top10k,U10,生成与编辑,9550,89,0.009319371727748691,0.007579840577659649,0.011453508269153971,0.005262045294403721
interpretable,教育,search_top10k,U11,会话与系统指令,9550,13,0.0013612565445026178,0.0007957190472488297,0.002327799349790535,0.0010382789245279953
interpretable,教育,search_top10k,U12,违规或灰色内容,9550,11,0.0011518324607329843,0.0006432976955622396,0.002061540952798855,0.000982623212714108
interpretable,教育,search_top10k,U13,无法判定,9550,0,0.0,0.0,0.00040210003063061037,0.0
interpretable,教育,assistant_top1k,U01,导航直达,502,34,0.06772908366533864,0.048869092051806756,0.09315481424613312,0.2582682325271381
interpretable,教育,assistant_top1k,U02,裸实体,502,135,0.2689243027888446,0.2319986700037977,0.3093597315195249,0.24161394642171857
interpretable,教育,assistant_top1k,U03,事实与数值,502,25,0.049800796812749,0.03395676668613931,0.0724828776610239,0.043169633138909896
interpretable,教育,assistant_top1k,U04,解释与介绍,502,14,0.027888446215139442,0.016683797108584534,0.04626397152096273,0.018662854501100785
interpretable,教育,assistant_top1k,U05,核实与动态,502,2,0.00398406374501992,0.0010932318762164077,0.014408854152295283,0.008076913582186354
interpretable,教育,assistant_top1k,U06,办事与操作,502,10,0.0199203187250996,0.010855501843313077,0.03627703925255567,0.009142913568721092
interpretable,教育,assistant_top1k,U07,个案判断与建议,502,3,0.00597609561752988,0.002034413440030162,0.01742147947190116,0.0024394568112910717
interpretable,教育,assistant_top1k,U08,清单与推荐,502,68,0.13545816733067728,0.10827591766182748,0.1681774226723799,0.07720532955109058
interpretable,教育,assistant_top1k,U09,获取现成内容,502,50,0.099601593625498,0.07636832778435676,0.12891648864829722,0.057723338218231515
interpretable,教育,assistant_top1k,U10,生成与编辑,502,50,0.099601593625498,0.07636832778435676,0.12891648864829722,0.06405425603299887
interpretable,教育,assistant_top1k,U11,会话与系统指令,502,111,0.22111553784860558,0.18700601333549025,0.25946102298576124,0.21964312564661315
interpretable,教育,assistant_top1k,U12,违规或灰色内容,502,0,0.0,0.0,0.007594472261672428,0.0
interpretable,教育,assistant_top1k,U13,无法判定,502,0,0.0,0.0,0.007594472261672428,0.0
interpretable,教育,assistant_random1k,U01,导航直达,838,1,0.0011933174224343676,0.00021067547434014833,0.006728397149298314,
interpretable,教育,assistant_random1k,U02,裸实体,838,26,0.031026252983293555,0.021259607216111205,0.04507306154247712,
interpretable,教育,assistant_random1k,U03,事实与数值,838,136,0.162291169451074,0.13887684578326248,0.1887876459691052,
interpretable,教育,assistant_random1k,U04,解释与介绍,838,122,0.14558472553699284,0.12332218726029884,0.1710818906564969,
interpretable,教育,assistant_random1k,U05,核实与动态,838,23,0.027446300715990454,0.0183573160342898,0.04084812118810454,
interpretable,教育,assistant_random1k,U06,办事与操作,838,48,0.057279236276849645,0.04347252564966231,0.0751265077076819,
interpretable,教育,assistant_random1k,U07,个案判断与建议,838,61,0.07279236276849642,0.057084101179271415,0.0923996021682467,
interpretable,教育,assistant_random1k,U08,清单与推荐,838,76,0.09069212410501193,0.07307113831470895,0.1120487227137791,
interpretable,教育,assistant_random1k,U09,获取现成内容,838,83,0.09904534606205251,0.0806128013910951,0.12113726655517891,
interpretable,教育,assistant_random1k,U10,生成与编辑,838,199,0.23747016706443913,0.20989746146924304,0.26743889254319825,
interpretable,教育,assistant_random1k,U11,会话与系统指令,838,62,0.07398568019093078,0.058141492367983216,0.09371795482493289,
