source,label,n,distinct,hhi_strings,top1_pv_share,top5_pv_share
2025search,人物资料查询,5835,5835,0.00017137960582690656,0.15441844241226782,0.20076504527751798
2025search,查询含“马”字人物信息,104,104,0.009615384615384618,0.8313897935230034,0.9042684035641665
2025search,查询习近平个人资料与讲话,47,47,0.02127659574468084,0.6948515556299987,0.8170302751141074
2025search,查询鹿晗关晓彤近况与感情动态,56,56,0.017857142857142856,0.39651616563547015,0.6988522667157349
2025search,肖战个人资料简介查询,14,14,0.07142857142857142,0.7618904387712901,0.925668308455841
2025search,美女图片查询,56,56,0.017857142857142856,0.33568338077962656,0.670020451579088
2025search,名称含义查询,491,491,0.0020366598778004076,0.08419678307837222,0.22181318484779838
2025search,专名信息查询,1210,1210,0.0008264462809917355,0.035068284253666294,0.08909206184328118
2025search,查询中国中央党政军领导成员名单与职务,156,156,0.006410256410256408,0.1052526595744681,0.3952485679214402
2025search,省级党委书记任免查询,94,94,0.010638297872340424,0.15902456772870482,0.4374478008120334
2025search,查询女性人物及角色信息,63,63,0.015873015873015872,0.3005649304349416,0.4675210706254456
2025search,查询人物背景与个人生活,145,145,0.006896551724137931,0.16342353452545816,0.3696260879234183
2025search,官员职务及履历查询,80,80,0.012500000000000004,0.2266860949208993,0.4819198287141669
2025search,人物简历查询,70,70,0.01428571428571429,0.24915365653245689,0.5078553820870993
2025search,人名信息查询,214,214,0.004672897196261683,0.04604412357404455,0.17946273678307953
2025search,人物角色资料查询,316,316,0.003164556962025317,0.06766320665694432,0.1720050184438535
2025search,查询对象身份,92,92,0.010869565217391304,0.16434540389972147,0.38411295744885215
2025search,党委书记及常委任职查询,153,153,0.006535947712418303,0.09638819065459862,0.2417876496955911
2025search,人物及机构基本信息查询,81,81,0.012345679012345675,0.17525992942235274,0.33924638230348386
2025search,人物个人简介查询,77,77,0.012987012987012984,0.11505282011916514,0.4354644149577805
2025search,鞠婧祎资料与送花影响力查询,7,7,0.14285714285714285,0.7199907396689432,0.9337886329436278
2025search,查询人物身份与归属信息,52,52,0.01923076923076923,0.2105634548212962,0.41904526690893684
2025search,百度送花明星影响力查询,12,12,0.08333333333333334,0.40282447881640887,0.7901815736381977
2025search,查询部长级官员任职信息,38,38,0.02631578947368421,0.12776793622674934,0.4631785397950146
2025search,查询明星娱乐八卦动态,116,116,0.008620689655172414,0.05283922359921094,0.22305711575238293
2025search,查询女性人物资料,54,54,0.018518518518518514,0.11168191414496835,0.3676636171710064
2025search,查询人物图片,90,90,0.011111111111111112,0.050854310223597245,0.20448952327380113
2025search,查询人物个人资料简历,72,72,0.013888888888888888,0.06136898246267787,0.28464960290658403
2025search,查询人物配偶及亲属关系,67,67,0.01492537313432836,0.05811875558443668,0.2095280643327106
2025search,列举特定对象的重要成果与相关条目,18,18,0.05555555555555555,0.15227804388994096,0.5282388325721287
2025search,人物年龄及属性查询,29,29,0.03448275862068965,0.11666237445274273,0.40424070735685474
2025search,领导班子成员名单查询,44,44,0.02272727272727272,0.06587642924577783,0.2572642400083919
2025search,查询习近平总书记个人信息与讲话,3,3,0.3333333333333333,0.7044673539518901,1.0
2025search,查询个人背景与任职信息,25,25,0.04,0.08342945021145713,0.38687043444828917
2025search,七一勋章获得者信息查询,2,2,0.5,0.6054181389870436,1.0
2026search,人物资料查询,6339,6339,0.0001577535888941474,0.03580921268266058,0.08075978873311349
2026search,查询习近平个人资料与讲话,85,85,0.011764705882352943,0.5050906850612699,0.8388252429604676
2026search,七一勋章获得者信息查询,87,87,0.011494252873563223,0.5087133911908924,0.7307431113677806
2026search,查询中国中央党政军领导成员名单与职务,190,190,0.005263157894736841,0.17841613470256265,0.5090736352185145
2026search,肖战个人资料简介查询,131,131,0.007633587786259541,0.4346719952207813,0.5356226889284867
2026search,查询含“马”字人物信息,50,50,0.020000000000000004,0.44594498238808944,0.6602256035822768
2026search,查询女性人物及角色信息,56,56,0.017857142857142856,0.4783497668730414,0.6108690667278147
2026search,美女图片查询,51,51,0.019607843137254905,0.3811160533764658,0.6662791481331717
2026search,鞠婧祎资料与送花影响力查询,108,108,0.00925925925925926,0.28872506955820787,0.3362846815924279
2026search,官员职务及履历查询,48,48,0.020833333333333336,0.37681024879316743,0.6470479019680653
2026search,人物简历查询,99,99,0.010101010101010105,0.23723452935318023,0.43936906139807796
2026search,名称含义查询,294,294,0.0034013605442176874,0.10194018062566534,0.2235294117647059
2026search,专名信息查询,744,744,0.0013440860215053767,0.031601035388923504,0.12838674879504275
2026search,人物个人简介查询,141,141,0.007092198581560282,0.13301086751680383,0.2634461963691187
2026search,人名信息查询,163,163,0.006134969325153375,0.05635266470636861,0.2158158264545766
2026search,百度送花明星影响力查询,206,206,0.004854368932038833,0.064222119363973,0.15903397952515794
2026search,领导班子成员名单查询,43,43,0.023255813953488372,0.2950395298397817,0.5392499825089205
2026search,人物角色资料查询,247,247,0.004048582995951415,0.05967628324080315,0.19813828780040751
2026search,查询人物个人资料简历,134,134,0.00746268656716418,0.08882087335979878,0.29502409163914056
2026search,查询部长级官员任职信息,36,36,0.027777777777777776,0.19846668826260663,0.4654284994421049
2026search,查询人物身份与归属信息,31,31,0.03225806451612903,0.23508005822416306,0.6086365841824358
2026search,查询个人背景与任职信息,21,21,0.0476190476190476,0.3493121782428897,0.6692547894337074
2026search,查询明星娱乐八卦动态,98,98,0.010204081632653059,0.08126264670174019,0.25787130716309187
2026search,查询习近平总书记个人信息与讲话,14,14,0.07142857142857142,0.35975551523254706,0.6971635946900965
2026search,查询女性人物资料,28,28,0.03571428571428572,0.2456100855470509,0.47718745309920463
2026search,查询对象身份,59,59,0.01694915254237288,0.11045932484781407,0.28703191293119357
2026search,查询鹿晗关晓彤近况与感情动态,6,6,0.16666666666666669,0.691336775674125,0.9460699942627653
2026search,查询人物图片,64,64,0.015625,0.07798492919319215,0.2786150448226582
2026search,查询人物背景与个人生活,69,69,0.014492753623188403,0.08093465521689458,0.2473371908745808
2026search,明星百度影响力查询,144,144,0.006944444444444444,0.024543210459801342,0.1216412533808922
2026search,党委书记及常委任职查询,66,66,0.015151515151515154,0.07316985987989705,0.24245782098941948
2026search,查询人物配偶及亲属关系,38,38,0.02631578947368421,0.12424354699271332,0.38551315301963673
2026search,人物及机构基本信息查询,43,43,0.023255813953488372,0.10899470899470902,0.3094304388422036
2026search,列举特定对象的重要成果与相关条目,8,8,0.125,0.3242851972493666,0.7785016286644949
2026search,人物年龄及属性查询,40,40,0.025000000000000005,0.06804546889801073,0.27360277865487836
2026search,省级党委书记任免查询,1,1,1.0,1.0,1.0
assistant_top,查询人物背景与个人生活,64,63,0.01611328125,0.06107073804920328,0.2344822988199213
assistant_top,查询明星娱乐八卦动态,94,93,0.01086464463558171,0.3031088082901555,0.4164267894837845
assistant_top,人物个人简介查询,6,6,0.16666666666666669,0.6331471135940411,0.9630664183736812
assistant_top,人名信息查询,38,38,0.02631578947368421,0.060284862537263985,0.26355305288726955
assistant_top,人物角色资料查询,13,12,0.08875739644970415,0.1324767390341161,0.49401860877270715
assistant_top,名称含义查询,28,28,0.03571428571428572,0.09721311475409837,0.3552459016393443
assistant_top,百度送花明星影响力查询,2,2,0.5,0.6161616161616161,1.0
assistant_top,人物资料查询,414,392,0.0026721743797988285,0.07172968887998615,0.14585400941463547
assistant_top,专名信息查询,36,33,0.033950617283950615,0.08850120972876607,0.2888068254170381
assistant_top,列举特定对象的重要成果与相关条目,12,12,0.08333333333333334,0.16120906801007556,0.5831234256926953
assistant_top,官员职务及履历查询,10,10,0.10000000000000003,0.19666666666666663,0.6677777777777778
assistant_top,查询对象身份,42,42,0.023809523809523805,0.16894235736954755,0.452948557089084
assistant_top,查询中国中央党政军领导成员名单与职务,13,13,0.07692307692307694,0.20580346257010484,0.6549622043404048
assistant_top,查询习近平个人资料与讲话,2,2,0.5,0.8928301886792452,1.0
assistant_top,人物及机构基本信息查询,33,32,0.03213957759412306,0.14021939828391441,0.3711306614532421
assistant_top,查询人物身份与归属信息,15,14,0.07555555555555556,0.37165528695331235,0.6822291935781509
assistant_top,查询人物图片,15,10,0.14666666666666667,0.2677256877179388,0.6542037969779156
assistant_top,人物简历查询,4,4,0.25,0.34065934065934067,1.0
assistant_top,查询女性人物及角色信息,15,15,0.06666666666666667,0.15934755332496864,0.5439146800501881
assistant_top,查询部长级官员任职信息,1,1,1.0,1.0,1.0
assistant_top,美女图片查询,9,9,0.1111111111111111,0.4852700490998364,0.8532460447354066
assistant_top,查询人物配偶及亲属关系,5,5,0.20000000000000004,0.26745913818722133,0.9999999999999999
assistant_top,人物年龄及属性查询,2,2,0.5,0.5495867768595041,1.0
assistant_top,查询含“马”字人物信息,4,4,0.25,0.31250000000000006,1.0
assistant_top,查询个人背景与任职信息,3,3,0.3333333333333333,0.3559870550161813,1.0
assistant_top,党委书记及常委任职查询,3,3,0.3333333333333333,0.5064935064935066,1.0
assistant_top,查询女性人物资料,1,1,1.0,1.0,1.0
assistant_top,肖战个人资料简介查询,1,1,1.0,1.0,1.0
assistant_top,查询人物个人资料简历,1,1,1.0,1.0,1.0
assistant_top,鞠婧祎资料与送花影响力查询,1,1,1.0,1.0,1.0
assistant_top,领导班子成员名单查询,1,1,1.0,1.0,1.0
assistant_top,查询鹿晗关晓彤近况与感情动态,1,1,1.0,1.0,1.0
assistant_random,查询女性人物及角色信息,8,8,0.125,0.125,0.625
assistant_random,查询人物背景与个人生活,269,269,0.0037174721189591068,0.029220779220779224,0.1038961038961039
assistant_random,列举特定对象的重要成果与相关条目,115,115,0.008695652173913047,0.032,0.096
assistant_random,查询个人背景与任职信息,95,95,0.010526315789473679,0.030303030303030318,0.09090909090909095
assistant_random,查询中国中央党政军领导成员名单与职务,13,13,0.07692307692307694,0.125,0.5
assistant_random,查询对象身份,42,42,0.023809523809523805,0.08888888888888889,0.17777777777777778
assistant_random,名称含义查询,8,8,0.125,0.3,0.7
assistant_random,专名信息查询,34,34,0.029411764705882353,0.14583333333333334,0.375
assistant_random,查询明星娱乐八卦动态,43,43,0.023255813953488372,0.044444444444444446,0.15555555555555556
assistant_random,人物及机构基本信息查询,92,92,0.010869565217391304,0.030927835051546403,0.10309278350515468
assistant_random,查询人物图片,15,15,0.06666666666666667,0.06666666666666667,0.3333333333333333
assistant_random,党委书记及常委任职查询,9,9,0.1111111111111111,0.1111111111111111,0.5555555555555556
assistant_random,人物资料查询,82,82,0.012195121951219511,0.314410480349345,0.6157205240174672
assistant_random,查询人物身份与归属信息,36,36,0.027777777777777776,0.05405405405405406,0.16216216216216217
assistant_random,省级党委书记任免查询,1,1,1.0,1.0,1.0
assistant_random,人物个人简介查询,2,2,0.5,0.6,1.0
assistant_random,查询女性人物资料,4,4,0.25,0.7,1.0
assistant_random,人物角色资料查询,9,9,0.1111111111111111,0.3333333333333333,0.6666666666666666
assistant_random,人物年龄及属性查询,27,27,0.03703703703703703,0.21212121212121213,0.3333333333333333
assistant_random,官员职务及履历查询,5,5,0.20000000000000004,0.42857142857142855,1.0
assistant_random,人名信息查询,5,5,0.20000000000000004,0.42857142857142855,1.0
assistant_random,明星百度影响力查询,5,5,0.20000000000000004,0.2,1.0
assistant_random,领导班子成员名单查询,12,12,0.08333333333333334,0.08333333333333333,0.4166666666666667
assistant_random,查询人物配偶及亲属关系,3,3,0.3333333333333333,0.3333333333333333,1.0
assistant_random,查询部长级官员任职信息,2,2,0.5,0.5,1.0
assistant_random,人物简历查询,7,7,0.14285714285714285,0.14285714285714285,0.7142857142857143
assistant_random,美女图片查询,4,4,0.25,0.25,1.0
assistant_random,查询含“马”字人物信息,1,1,1.0,1.0,1.0
assistant_random,七一勋章获得者信息查询,1,1,1.0,1.0,1.0
assistant_random,查询习近平个人资料与讲话,1,1,1.0,1.0,1.0
