层级,快照,名次,key,条数,行占比%,流量占比%
自下而上 叶,助手头部1k,10,8,28,2.922755741127349,4.0285401077893255
自下而上 叶,助手随机1k,1,24,108,10.821643286573146,9.649871904355251
自下而上 叶,助手随机1k,2,46,84,8.41683366733467,7.514944491887276
自下而上 叶,助手随机1k,3,7,70,7.014028056112225,9.308283518360376
自下而上 叶,助手随机1k,4,0,57,5.7114228456913825,4.953031596925704
自下而上 叶,助手随机1k,5,44,55,5.511022044088176,5.038428693424423
自下而上 叶,助手随机1k,6,1,53,5.31062124248497,4.782237403928266
自下而上 叶,助手随机1k,7,18,48,4.809619238476954,4.269854824935952
自下而上 叶,助手随机1k,8,26,42,4.208416833667335,4.184457728437233
自下而上 叶,助手随机1k,9,47,38,3.8076152304609217,3.672075149444919
自下而上 叶,助手随机1k,10,5,37,3.7074148296593186,3.2450896669513236
自下而上 叶,助手语音头部1k,1,19,319,29.896907216494846,32.208419053647724
自下而上 叶,助手语音头部1k,2,20,191,17.900656044985944,15.904415255578412
自下而上 叶,助手语音头部1k,3,12,104,9.746954076850985,8.2133248931793
自下而上 叶,助手语音头部1k,4,4,62,5.810684161199625,4.486469378066149
自下而上 叶,助手语音头部1k,5,16,58,5.435801312089972,4.818800443108086
自下而上 叶,助手语音头部1k,6,1,41,3.8425492033739457,6.393416679854406
自下而上 叶,助手语音头部1k,7,24,37,3.4676663542642925,4.660547554992878
自下而上 叶,助手语音头部1k,8,13,32,2.999062792877226,2.100807089729387
自下而上 叶,助手语音头部1k,9,26,20,1.8744142455482662,3.295616394999208
自下而上 叶,助手语音头部1k,10,3,19,1.780693533270853,1.5034024370944767
自下而上 叶,助手语音1k,1,0,98,9.8,9.8
自下而上 叶,助手语音1k,2,1,82,8.2,8.2
自下而上 叶,助手语音1k,3,24,68,6.8,6.8
自下而上 叶,助手语音1k,4,7,65,6.5,6.5
自下而上 叶,助手语音1k,5,12,60,6.0,6.0
自下而上 叶,助手语音1k,6,46,50,5.0,5.0
自下而上 叶,助手语音1k,7,23,48,4.8,4.8
自下而上 叶,助手语音1k,8,26,41,4.1,4.1
自下而上 叶,助手语音1k,9,41,38,3.8,3.8
自下而上 叶,助手语音1k,10,18,32,3.2,3.2
