层级,快照,名次,key,条数,行占比%,流量占比%
自下而上 叶,2026搜索,8,26,81,0.8114606291324384,0.5091135566033299
自下而上 叶,2026搜索,9,24,72,0.721298337006612,0.38238115095377534
自下而上 叶,2026搜索,10,44,64,0.6411540773392106,0.9210035099673461
自下而上 叶,2026搜索随机1w,1,0,5001,50.01,37.528393394315174
自下而上 叶,2026搜索随机1w,2,55,1385,13.85,41.61090306341702
自下而上 叶,2026搜索随机1w,3,21,384,3.84,2.1548284118116516
自下而上 叶,2026搜索随机1w,4,6,240,2.4,1.2769353551476454
自下而上 叶,2026搜索随机1w,5,8,238,2.38,1.286144023574191
自下而上 叶,2026搜索随机1w,6,26,218,2.18,0.9883970777825525
自下而上 叶,2026搜索随机1w,7,24,212,2.12,1.1173184357541899
自下而上 叶,2026搜索随机1w,8,31,152,1.52,2.277610657498925
自下而上 叶,2026搜索随机1w,9,51,139,1.39,0.7213456934127324
自下而上 叶,2026搜索随机1w,10,42,136,1.36,0.49419853889127624
自下而上 叶,助手头部1k,1,55,447,50.28121484814398,52.213112035947006
自下而上 叶,助手头部1k,2,0,288,32.39595050618673,29.699391487456683
自下而上 叶,助手头部1k,3,26,36,4.049493813273341,5.264379632239559
自下而上 叶,助手头部1k,4,17,19,2.137232845894263,2.427417883968099
自下而上 叶,助手头部1k,5,18,10,1.124859392575928,0.9844804430369253
自下而上 叶,助手头部1k,6,12,8,0.8998875140607424,1.6655336505778382
自下而上 叶,助手头部1k,7,16,8,0.8998875140607424,0.7614697153089818
自下而上 叶,助手头部1k,8,48,8,0.8998875140607424,0.6337981462751405
自下而上 叶,助手头部1k,9,1,7,0.7874015748031497,1.14945863938585
自下而上 叶,助手头部1k,10,14,5,0.562429696287964,0.4157616355225415
自下而上 叶,助手随机1k,1,0,571,60.10526315789474,53.49417637271215
自下而上 叶,助手随机1k,2,55,58,6.105263157894737,17.22129783693844
自下而上 叶,助手随机1k,3,17,57,6.0,4.908485856905158
自下而上 叶,助手随机1k,4,26,30,3.1578947368421053,2.7454242928452586
自下而上 叶,助手随机1k,5,56,22,2.3157894736842106,1.830282861896839
自下而上 叶,助手随机1k,6,21,20,2.1052631578947367,1.830282861896839
自下而上 叶,助手随机1k,7,54,16,1.6842105263157894,1.5806988352745426
自下而上 叶,助手随机1k,8,15,14,1.4736842105263157,1.1647254575707158
自下而上 叶,助手随机1k,9,2,13,1.368421052631579,1.0815307820299502
自下而上 叶,助手随机1k,10,27,12,1.263157894736842,0.9983361064891849
自下而上 叶,助手语音头部1k,1,55,682,68.26826826826827,68.92346105829252
自下而上 叶,助手语音头部1k,2,0,154,15.415415415415415,14.112167482954002
自下而上 叶,助手语音头部1k,3,24,20,2.002002002002002,1.906271007394603
自下而上 叶,助手语音头部1k,4,1,17,1.7017017017017018,3.908575818688178
自下而上 叶,助手语音头部1k,5,26,17,1.7017017017017018,1.2004225487371556
自下而上 叶,助手语音头部1k,6,51,13,1.3013013013013013,1.1524056467876693
自下而上 叶,助手语音头部1k,7,6,11,1.1011011011011012,1.181215787957361
自下而上 叶,助手语音头部1k,8,16,8,0.8008008008008008,0.6290214155382694
自下而上 叶,助手语音头部1k,9,25,8,0.8008008008008008,0.6770383174877558
自下而上 叶,助手语音头部1k,10,14,6,0.6006006006006006,0.5665994430039374
自下而上 叶,助手语音随机1k,1,0,482,48.2,43.60033030553263
自下而上 叶,助手语音随机1k,2,55,210,21.0,23.286540049545835
自下而上 叶,助手语音随机1k,3,26,50,5.0,4.789430222956235
自下而上 叶,助手语音随机1k,4,17,27,2.7,2.3947151114781176
自下而上 叶,助手语音随机1k,5,12,15,1.5,4.046242774566475
自下而上 叶,助手语音随机1k,6,15,15,1.5,1.4037985136251037
自下而上 叶,助手语音随机1k,7,2,12,1.2,1.15606936416185
自下而上 叶,助手语音随机1k,8,24,12,1.2,1.3212221304706857
自下而上 叶,助手语音随机1k,9,6,12,1.2,1.15606936416185
自下而上 叶,助手语音随机1k,10,18,11,1.1,0.9909165978530143
